Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,25,1997,26,26,2340,26.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.04,0.00,0.00,,7.8,0,0.08,-0.1,-0.1,500,950,52.6,20327,14152,42,44,95.5,192,197,97.5,266,708,37.6,0.0,0,57,1,0,0,700,250,0,72,49,0,0,0,0,0,304,19,627,53,759,1,0,89,8,40,11,4,4,0.16,4,0,0,0,0,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,4,0,0,0,0,0,0,2,983,761,1,100.0,2,0,561,0,0,0,527,526,99.8,0,0,2,0,2,0,123,0,0,
Éder Militão,br BRA,DF,Real Madrid,es La Liga,24,1998,31,31,2784,30.9,1,2,1,0,0,5,0,0.03,0.06,0.10,0.03,0.10,2.6,2.6,1.2,3.8,0.08,0.04,0.12,0.08,0.12,31,8,25.8,1.00,0.26,0.03,0.13,17.0,0,0.08,-1.6,-1.6,1672,1873,89.3,36268,10201,520,549,94.7,813,866,93.9,317,416,76.2,+0.8,10,139,7,1,68,1780,93,4,185,76,12,0,0,0,0,1471,144,258,142,1582,72,20,10,8,32,28,19,31,1.00,22,1,0,3,2,5,0.16,2,0,0,1,1,1,58,37,36,12,10,23,50.0,23,92,34.7,139,95,31,0,24,125,112,3,2183,356,43,55.0,11,1,1467,2,8,12,1528,1497,98.0,9,0,37,1,0,0,285,92,32,74.2
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31,1991,13,8,663,7.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.08,0.11,0.03,0.11,8,0,0.0,1.09,0.00,0.00,,26.6,4,0.03,-0.2,-0.2,339,429,79.0,6535,1766,121,141,85.8,158,187,84.5,49,81,60.5,-0.6,7,24,6,2,32,385,44,0,45,21,14,22,9,8,0,287,47,95,56,326,29,1,4,1,2,14,11,11,1.49,6,4,0,1,0,1,0.14,1,0,0,0,0,0,16,8,8,6,2,10,58.8,7,36,32.7,46,51,13,0,6,23,18,0,489,20,2,66.7,2,0,248,0,2,1,304,297,97.7,5,0,13,0,1,1,86,16,6,72.7
Luis Milla,es ESP,MF,Granada,es La Liga,27,1994,28,27,2322,25.8,3,3,0,3,3,4,0,0.12,0.12,0.23,0.00,0.12,3.5,1.2,3.8,5.0,0.13,0.14,0.27,0.04,0.19,17,3,17.6,0.66,0.12,0.00,0.00,24.7,3,0.07,-0.5,-1.2,1031,1279,80.6,21138,7021,412,457,90.2,403,448,90.0,189,323,58.5,-0.8,36,132,21,11,130,1109,170,2,188,84,32,57,23,25,0,850,127,302,122,1086,38,3,5,4,24,22,23,64,2.40,44,15,1,1,2,7,0.26,3,3,0,1,0,0,45,27,26,17,2,13,28.3,33,137,29.6,169,229,65,0,27,81,29,0,1507,66,22,65.5,21,2,953,6,13,15,978,911,93.1,35,0,30,0,0,0,255,30,46,39.5
Pere Milla,es ESP,"FW,MF",Elche,es La Liga,29,1992,28,14,1437,16.0,7,3,7,0,0,3,0,0.44,0.19,0.63,0.44,0.63,4.2,4.2,1.8,6.0,0.26,0.12,0.38,0.26,0.38,25,13,52.0,1.57,0.81,0.28,0.54,13.0,0,0.17,+2.8,+2.8,320,442,72.4,5242,1386,155,202,76.7,120,154,77.9,29,56,51.8,+1.2,10,16,12,3,31,424,18,2,104,5,10,1,1,0,0,292,76,74,281,94,23,9,16,4,12,13,16,25,1.57,18,0,2,1,1,5,0.31,3,0,1,1,0,0,27,16,15,10,2,11,25.6,32,80,22.3,90,181,87,0,22,47,21,0,682,41,47,44.4,17,2,462,5,35,40,666,445,66.8,68,0,21,0,1,0,110,23,52,30.7
Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,19,2002,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,19,24,79.2,269,36,12,13,92.3,7,9,77.8,0,0,,0.0,0,1,1,0,2,24,0,0,3,0,0,0,0,0,0,19,2,3,20,2,1,0,0,0,0,0,2,1,2.14,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,,0,4,17.4,7,10,6,0,0,3,1,0,35,0,0,0.0,0,0,21,0,1,2,26,23,88.5,2,0,1,0,0,0,4,2,0,100.0
James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,36,1986,21,7,641,7.1,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.4,1.7,0.03,0.20,0.23,0.03,0.23,7,1,14.3,0.98,0.14,0.00,0.00,22.1,0,0.03,-0.2,-0.2,441,542,81.4,8773,2771,163,188,86.7,203,231,87.9,68,106,64.2,-0.4,10,56,13,2,51,497,45,0,61,14,16,8,0,6,0,379,84,79,48,442,19,24,2,2,7,17,15,18,2.53,13,3,1,0,0,1,0.14,1,0,0,0,0,0,27,17,12,12,3,13,40.6,19,53,42.1,29,72,25,0,9,46,20,0,636,38,8,60.0,3,0,387,0,4,5,457,416,91.0,19,0,14,0,0,0,87,9,8,52.9
Santi Mina,es ESP,FW,Celta Vigo,es La Liga,26,1995,32,29,2291,25.5,7,3,7,0,1,4,0,0.27,0.12,0.39,0.27,0.39,7.8,7.0,2.0,9.0,0.31,0.08,0.38,0.28,0.35,56,20,35.7,2.20,0.79,0.13,0.35,14.1,1,0.13,-0.8,0.0,441,652,67.6,6565,1115,255,361,70.6,112,167,67.1,42,65,64.6,+1.0,16,33,11,0,35,633,19,0,235,19,12,0,0,0,0,335,154,163,41,412,61,10,18,6,10,22,22,40,1.57,31,0,2,4,1,7,0.27,6,0,0,1,0,0,31,20,3,20,8,3,8.3,33,128,25.8,76,250,171,0,31,46,23,0,992,23,109,43.5,12,2,503,11,96,37,1344,709,52.8,152,0,55,2,0,0,129,137,169,44.8
Yerry Mina,co COL,DF,Everton,eng Premier League,27,1994,11,9,739,8.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,6,1,16.7,0.73,0.12,0.00,0.00,9.2,0,0.05,-0.3,-0.3,275,336,81.8,5934,1670,84,98,85.7,122,142,85.9,58,78,74.4,0.0,0,14,0,0,11,329,7,0,65,12,2,0,0,0,0,241,43,52,53,231,31,3,1,1,8,6,8,2,0.24,1,0,0,0,1,0,0.00,0,0,0,0,0,0,17,12,17,0,0,9,64.3,5,28,42.4,46,17,3,0,7,24,39,0,426,90,13,0.0,1,0,238,0,3,1,257,247,96.1,4,0,8,0,0,0,77,36,16,69.2
Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,27,1995,10,0,96,1.1,2,0,2,0,0,1,0,1.87,0.00,1.87,1.87,1.87,1.5,1.5,0.4,1.9,1.40,0.42,1.82,1.40,1.82,3,2,66.7,2.81,1.87,0.67,1.00,10.0,0,0.50,+0.5,+0.5,35,41,85.4,513,85,20,25,80.0,13,14,92.9,1,1,100.0,-0.4,1,3,0,0,2,41,0,1,9,0,0,0,0,0,0,36,3,2,8,30,0,0,1,1,0,1,1,5,4.69,3,0,0,1,1,1,0.94,1,0,0,0,0,0,2,2,1,1,0,1,16.7,5,18,45.0,3,23,14,0,1,2,0,0,53,0,5,0.0,0,0,39,0,2,0,63,43,68.3,9,0,4,0,0,0,6,2,3,40.0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29,1993,30,29,2649,29.4,1,3,1,0,0,9,0,0.03,0.10,0.14,0.03,0.14,1.3,1.3,1.4,2.7,0.05,0.05,0.09,0.05,0.09,21,5,23.8,0.71,0.17,0.05,0.20,12.8,0,0.06,-0.3,-0.3,1070,1316,81.3,23492,8294,282,329,85.7,598,656,91.2,182,310,58.7,+1.6,9,66,6,1,67,1256,60,2,132,28,3,0,0,0,0,911,115,290,963,208,84,16,2,3,31,26,13,23,0.81,18,0,0,2,0,4,0.14,3,0,0,1,0,0,30,16,19,7,4,10,52.6,9,43,28.5,81,50,20,3,28,97,131,2,1610,299,51,81.8,9,0,915,1,6,2,1027,977,95.1,9,0,27,0,1,0,266,77,44,63.6
Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,16,8,792,8.8,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.9,1.1,0.02,0.10,0.12,0.02,0.12,2,1,50.0,0.23,0.11,0.00,0.00,7.6,0,0.09,-0.2,-0.2,486,575,84.5,8874,2839,217,234,92.7,202,231,87.4,57,92,62.0,+0.1,9,25,13,7,27,503,72,1,59,11,27,0,0,0,0,412,77,86,63,434,13,64,0,0,9,15,11,11,1.25,11,0,0,0,0,1,0.11,1,0,0,0,0,0,22,10,11,11,0,13,54.2,11,44,35.2,68,43,14,0,18,35,21,1,651,30,9,83.3,5,0,442,1,1,6,463,447,96.5,15,0,12,0,0,0,55,9,7,56.3
Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,30,17,1672,18.6,9,0,9,0,0,5,0,0.48,0.00,0.48,0.48,0.48,6.6,6.6,0.4,7.0,0.36,0.02,0.38,0.36,0.38,55,21,38.2,2.96,1.13,0.16,0.43,12.1,0,0.12,+2.4,+2.4,214,319,67.1,3408,375,112,149,75.2,86,125,68.8,10,22,45.5,-0.4,9,10,7,1,16,282,37,0,88,2,9,0,0,0,0,171,72,76,36,187,36,1,10,0,7,11,10,29,1.56,17,0,4,4,0,3,0.16,2,0,0,1,0,0,6,6,1,2,3,0,0.0,7,74,28.0,18,116,130,0,3,10,17,0,523,20,79,52.0,15,2,258,9,65,25,783,369,47.1,82,0,30,0,0,0,66,67,66,50.4
Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,24,19,1679,18.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.1,0.03,0.03,0.06,0.03,0.06,5,1,20.0,0.27,0.05,0.00,0.00,18.1,0,0.12,-0.5,-0.5,670,880,76.1,12307,5014,300,341,88.0,278,352,79.0,81,153,52.9,-0.5,11,47,19,7,70,696,184,0,118,29,36,0,0,0,0,428,253,199,29,615,41,176,2,2,29,40,26,23,1.23,17,3,1,0,2,3,0.16,3,0,0,0,0,0,32,21,19,11,2,13,36.1,23,73,33.0,91,86,44,1,25,73,46,0,1073,87,15,63.6,14,1,575,1,19,22,635,566,89.1,41,0,26,0,0,0,140,23,20,53.5
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,26,1995,18,7,735,8.2,2,3,2,0,0,0,0,0.24,0.37,0.61,0.24,0.61,1.6,1.6,3.0,4.6,0.19,0.37,0.56,0.19,0.56,13,4,30.8,1.59,0.49,0.15,0.50,17.3,0,0.12,+0.4,+0.4,301,365,82.5,4820,1247,163,187,87.2,100,117,85.5,24,40,60.0,0.0,22,22,19,1,40,349,16,2,98,12,8,9,5,3,0,277,45,43,278,65,8,3,3,2,3,9,11,36,4.41,29,3,2,2,0,8,0.98,7,0,1,0,0,0,10,5,3,5,2,3,60.0,2,42,26.8,21,63,73,0,7,14,6,0,494,8,40,50.0,16,0,383,10,27,21,475,385,81.1,72,0,17,0,0,0,55,10,19,34.5
Juan Miranda,es ESP,DF,Betis,es La Liga,22,2000,11,9,762,8.5,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.0,1.1,0.02,0.12,0.13,0.02,0.13,6,2,33.3,0.71,0.24,0.00,0.00,27.7,2,0.02,-0.1,-0.1,386,502,76.9,6891,2735,170,187,90.9,172,212,81.1,37,88,42.0,0.0,7,24,9,4,34,399,103,0,47,7,27,0,0,0,0,283,102,117,371,13,15,93,1,3,8,22,12,14,1.65,12,0,0,1,1,2,0.24,2,0,0,0,0,0,22,13,14,4,4,7,35.0,13,39,30.2,59,45,25,0,13,33,28,0,595,30,8,28.6,2,0,323,1,5,2,381,343,90.0,22,0,15,0,0,0,65,17,18,48.6
Fabio Miretti,it ITA,MF,Juventus,it Serie A,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,33,1,1,1,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,,0,2,50.0,0,4,0,0,0,1,0,0,2,0,0,,0,0,2,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,22,1999,32,32,2813,31.3,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.3,1.5,0.01,0.04,0.05,0.01,0.05,4,1,25.0,0.13,0.03,0.00,0.00,15.1,0,0.07,-0.3,-0.3,1250,1713,73.0,21211,10150,580,658,88.1,551,716,77.0,94,251,37.5,+0.7,19,89,35,15,121,1349,364,1,204,15,53,4,2,2,0,910,333,470,1159,135,72,331,1,8,44,70,62,37,1.18,32,2,0,1,1,5,0.16,5,0,0,0,0,0,103,50,70,24,9,42,68.9,19,197,31.6,363,174,87,0,64,179,79,1,2079,139,31,52.0,14,0,1128,2,32,33,1141,1060,92.9,53,0,21,1,0,0,287,29,36,44.6
Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29,28,2399,26.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,5,1,20.0,0.19,0.04,0.20,1.00,11.4,0,0.03,+0.8,+0.8,633,813,77.9,14872,4567,151,172,87.8,329,384,85.7,144,240,60.0,0.0,2,15,1,0,22,762,51,0,114,31,0,0,0,0,0,499,62,252,347,326,85,0,2,3,24,9,5,8,0.30,7,0,0,0,0,0,0.00,0,0,0,0,0,0,16,8,10,6,0,8,66.7,4,43,33.3,87,37,5,0,18,57,103,1,1021,172,12,66.7,2,0,451,0,4,2,509,495,97.2,3,0,14,0,0,0,239,82,37,68.9
Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,25,1997,20,15,1372,15.2,0,4,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,2.8,3.2,0.02,0.18,0.21,0.02,0.21,9,0,0.0,0.59,0.00,0.00,,21.4,0,0.04,-0.4,-0.4,520,745,69.8,9371,4350,236,289,81.7,203,268,75.7,67,144,46.5,+1.2,21,39,18,10,68,604,141,2,143,23,48,18,12,6,0,377,187,181,470,111,34,105,4,4,14,36,31,37,2.43,25,6,1,3,2,7,0.46,5,0,0,0,2,0,50,26,27,15,8,19,45.2,23,87,30.5,137,100,48,0,31,104,25,0,972,48,21,64.1,26,1,553,7,18,19,613,517,84.3,38,0,21,0,1,0,132,27,30,47.4
Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,33,1989,31,29,2495,27.7,5,5,5,0,0,4,1,0.18,0.18,0.36,0.18,0.36,3.4,3.4,4.5,7.9,0.13,0.17,0.30,0.13,0.30,55,15,27.3,1.98,0.54,0.09,0.33,20.2,0,0.06,+0.6,+0.6,928,1122,82.7,16681,3996,429,487,88.1,367,432,85.0,116,145,80.0,+0.5,37,83,40,5,110,1086,36,4,184,32,33,7,5,2,0,859,139,124,230,826,34,13,8,3,8,49,36,84,3.14,61,1,5,6,4,12,0.45,9,0,1,1,1,0,48,33,16,25,7,17,32.1,36,165,30.2,128,288,130,0,44,90,23,0,1449,37,69,49.2,37,7,960,14,37,36,1136,976,85.9,132,1,47,1,0,0,251,12,19,38.7
Jakub Moder,pl POL,"MF,FW",Brighton,eng Premier League,23,1999,28,19,1701,18.9,0,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,2.4,2.4,1.7,4.1,0.13,0.09,0.22,0.13,0.22,28,6,21.4,1.48,0.32,0.00,0.00,16.5,2,0.09,-2.4,-2.4,590,806,73.2,9527,2782,303,366,82.8,223,299,74.6,47,82,57.3,+1.3,14,52,19,3,67,777,29,0,128,10,28,8,4,3,0,603,98,105,182,567,28,7,3,2,12,32,36,37,1.96,23,3,3,0,2,4,0.21,3,0,0,1,0,0,42,29,19,14,9,18,45.0,22,116,32.1,118,135,108,0,29,64,26,1,1051,40,68,41.2,16,4,680,4,31,28,892,720,80.7,91,0,23,0,0,0,146,23,41,35.9
Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,34,1988,29,28,2337,26.0,17,4,17,0,0,3,0,0.65,0.15,0.81,0.65,0.81,13.6,13.6,0.5,14.0,0.54,0.02,0.56,0.54,0.56,94,36,38.3,3.62,1.39,0.18,0.47,11.5,0,0.14,+2.4,+2.4,251,388,64.7,4162,572,122,175,69.7,94,140,67.1,21,38,55.3,+3.5,10,13,7,2,22,361,27,0,115,10,11,0,0,0,0,215,87,86,32,255,32,1,13,0,10,23,21,28,1.12,20,0,0,3,0,2,0.08,0,0,0,2,0,0,10,6,3,4,3,4,20.0,16,99,29.9,24,123,184,0,9,16,32,0,660,33,123,42.1,9,2,343,6,60,27,987,487,49.3,144,0,37,0,0,0,68,93,65,58.9
Marco Modolo,it ITA,DF,Venezia,it Serie A,33,1989,6,4,392,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,1,1,100.0,0.23,0.23,0.00,0.00,7.0,0,0.10,-0.1,-0.1,125,153,81.7,2884,816,25,31,80.6,74,81,91.4,26,39,66.7,0.0,0,4,0,0,3,150,3,0,19,1,0,0,0,0,0,104,16,33,48,87,11,0,0,1,5,2,2,1,0.23,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,2,1,0,1,20.0,4,10,28.6,21,11,3,0,4,9,24,0,197,81,2,100.0,1,0,106,0,0,2,115,115,100.0,0,0,6,0,0,0,29,12,11,52.2
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,36,1985,24,22,1807,20.1,2,5,1,1,1,3,0,0.10,0.25,0.35,0.05,0.30,2.6,1.8,3.0,4.8,0.13,0.15,0.28,0.09,0.24,24,7,29.2,1.20,0.35,0.04,0.14,19.6,0,0.08,-0.6,-0.8,1343,1523,88.2,25511,7193,610,650,93.8,485,539,90.0,213,264,80.7,+2.0,30,157,29,2,143,1427,96,3,208,81,26,21,6,5,1,1159,164,200,153,1317,20,8,17,8,12,41,34,61,3.04,47,8,3,0,1,8,0.40,5,1,0,2,0,0,18,11,7,8,3,5,27.8,13,79,29.7,53,134,79,0,8,46,4,0,1683,21,54,61.5,25,4,1274,11,23,22,1460,1375,94.2,75,0,21,0,0,0,134,9,16,36.0
Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,32,30,2407,26.7,7,4,5,2,2,1,0,0.26,0.15,0.41,0.19,0.34,11.1,9.6,3.6,13.2,0.41,0.14,0.55,0.36,0.49,54,18,33.3,2.02,0.67,0.09,0.28,15.2,0,0.18,-4.1,-4.6,395,528,74.8,5978,1173,236,287,82.2,100,142,70.4,36,55,65.5,+0.4,27,29,15,4,36,496,32,3,169,11,13,0,0,0,0,361,104,63,338,117,12,1,16,0,13,35,17,56,2.09,41,0,7,5,2,8,0.30,5,0,1,0,1,1,18,12,4,8,6,6,30.0,14,102,26.5,32,178,175,0,16,28,21,0,844,28,126,56.7,34,0,551,26,88,49,1153,609,52.8,169,0,26,1,0,0,102,58,92,38.7
Kevin Möhwald,de GER,MF,Union Berlin,de Bundesliga,28,1993,16,3,354,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.14,0.06,0.20,0.14,0.20,10,2,20.0,2.54,0.51,0.00,0.00,20.9,0,0.05,-0.5,-0.5,142,178,79.8,2493,707,61,71,85.9,60,74,81.1,15,20,75.0,-0.3,4,15,6,4,12,175,3,0,28,3,5,0,0,0,0,120,29,29,16,144,9,1,3,0,4,7,6,11,2.80,9,0,1,0,0,0,0.00,0,0,0,0,0,0,6,3,3,2,1,3,37.5,5,24,30.8,18,41,19,0,4,10,3,0,228,6,8,33.3,3,2,150,2,4,7,170,149,87.6,7,0,5,0,0,0,50,5,5,50.0
Dion Moise Sahi,ci CIV,"FW,MF",Strasbourg,fr Ligue 1,20,2001,7,0,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.58,0.09,0.67,0.58,0.67,5,2,40.0,3.57,1.43,0.00,0.00,11.8,0,0.16,-0.8,-0.8,38,41,92.7,569,142,21,23,91.3,15,15,100.0,1,1,100.0,-0.1,1,3,2,1,5,41,0,0,11,1,2,0,0,0,0,31,7,3,18,19,1,0,2,0,1,2,0,2,1.43,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,21.1,3,10,6,0,1,0,1,0,65,0,11,16.7,1,0,47,1,6,1,65,49,75.4,12,0,1,0,0,0,12,1,3,25.0
Johan Mojica,co COL,DF,Elche,es La Liga,29,1992,31,30,2675,29.7,2,5,2,0,0,4,1,0.07,0.17,0.24,0.07,0.24,0.6,0.6,4.5,5.1,0.02,0.15,0.17,0.02,0.17,14,4,28.6,0.47,0.13,0.14,0.50,24.3,0,0.04,+1.4,+1.4,1313,1724,76.2,24437,10836,636,702,90.6,476,573,83.1,179,356,50.3,+0.5,31,64,44,26,106,1401,323,2,203,67,116,2,0,2,0,878,449,397,1269,76,58,298,5,6,30,52,78,49,1.65,42,2,3,2,0,8,0.27,7,0,0,0,1,0,41,25,31,7,3,19,70.4,8,95,28.7,175,105,51,0,38,101,58,0,2061,115,27,36.6,32,5,1323,8,45,27,1341,1210,90.2,65,0,33,0,0,0,276,32,19,62.7
Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21,2001,3,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,110,120,91.7,2313,520,32,36,88.9,63,66,95.5,15,18,83.3,0.0,0,4,0,0,5,115,5,0,17,3,0,0,0,0,0,100,10,10,91,18,4,5,0,0,1,2,0,1,0.80,1,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,2,1,0,1,25.0,3,2,15.4,7,6,0,0,2,5,7,0,143,13,0,100.0,1,0,102,0,1,2,103,103,100.0,0,0,0,0,0,0,14,7,4,63.6
Jorge Molina,es ESP,FW,Granada,es La Liga,40,1982,30,16,1654,18.4,8,4,8,0,0,1,0,0.44,0.22,0.65,0.44,0.65,4.3,4.3,2.9,7.2,0.23,0.16,0.39,0.23,0.39,34,16,47.1,1.85,0.87,0.24,0.50,12.0,0,0.13,+3.7,+3.7,293,445,65.8,4333,1179,179,245,73.1,89,133,66.9,18,36,50.0,+1.1,23,26,9,1,37,431,14,3,174,8,9,0,0,0,0,225,97,123,111,198,46,3,13,2,14,19,20,41,2.23,31,0,2,5,0,4,0.22,4,0,0,0,0,0,10,6,2,3,5,1,9.1,10,59,32.4,18,92,72,0,8,16,11,0,617,17,89,33.3,7,1,322,5,33,23,790,477,60.4,106,0,18,0,0,0,70,85,106,44.5
Nahuel Molina,ar ARG,DF,Udinese,it Serie A,24,1997,29,25,2149,23.9,6,1,6,0,0,7,1,0.25,0.04,0.29,0.25,0.29,2.6,2.6,2.4,5.0,0.11,0.10,0.21,0.11,0.21,31,10,32.3,1.30,0.42,0.19,0.60,21.5,2,0.08,+3.4,+3.4,702,999,70.3,12117,5233,349,412,84.7,268,378,70.9,70,172,40.7,-1.4,27,47,39,13,93,871,128,0,114,29,62,18,6,8,0,570,207,222,74,782,25,98,9,4,22,55,28,50,2.09,39,8,2,1,0,6,0.25,5,1,0,0,0,0,37,21,15,16,6,15,44.1,19,79,23.2,115,146,80,0,39,70,28,1,1228,51,39,53.8,23,2,729,11,21,16,863,759,87.9,58,1,23,0,0,0,170,12,20,37.5
Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,8,6,548,6.1,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,0,0,,0.00,0.00,,,,0,,0.0,0.0,246,323,76.2,4739,2388,96,110,87.3,113,140,80.7,35,66,53.0,+0.6,5,19,5,3,25,263,60,0,23,5,11,0,0,0,0,164,63,96,234,18,10,57,1,0,5,10,9,11,1.81,9,0,0,1,1,1,0.16,1,0,0,0,0,0,13,9,8,5,0,5,71.4,2,17,27.0,39,17,7,0,11,22,23,0,393,33,1,100.0,9,0,213,1,2,4,230,221,96.1,4,0,7,0,0,0,45,8,4,66.7
Florent Mollet,fr FRA,"FW,MF",Montpellier,fr Ligue 1,30,1991,31,28,2298,25.5,6,2,6,0,0,5,0,0.23,0.08,0.31,0.23,0.31,4.5,4.5,1.7,6.2,0.18,0.07,0.24,0.18,0.24,43,16,37.2,1.68,0.63,0.14,0.38,20.0,7,0.10,+1.5,+1.5,820,1019,80.5,13528,3442,434,478,90.8,269,322,83.5,83,151,55.0,+0.3,22,56,22,7,71,934,85,2,161,30,51,45,20,14,0,739,114,166,142,811,40,11,4,4,19,27,34,55,2.17,36,8,2,5,1,6,0.24,3,1,1,1,0,0,27,16,16,7,4,9,19.1,38,83,24.2,92,155,96,0,33,55,16,0,1294,43,61,41.9,13,3,865,2,40,40,1153,919,79.7,131,0,33,0,0,0,156,14,27,34.1
